"ID";"EducationSectors";"Periods";"OperatingIncome_1";"GrantsFromTheState_2";"OtherGovernmentalGrants_3";"TuitionAndExamFees_4";"IncomeFromContractsWithThirdParties_5";"OtherIncome_6";"OperatingCosts_7";"PersonnelCosts_8";"Depreciation_9";"HousingCosts_10";"TotalOtherCosts_11";"AdministrativeCosts_12";"InventoryMaterialAndTeachingAid_13";"Other_14";"OperatingResult1_15";"NetFinancialCosts2_16";"SpecialEntries3_17";"Result123_18";"TotalAssets_19";"TotalFixedAssets_20";"NonFinancialIntangibleFixedAssets_21";"TotalNonFinancialTangibleFixedAs_22";"BuildingsAndLand_23";"InventoryAndEquipment_24";"OtherNonFinancialTangibleFixedAs_25";"FinancialFixedAssets_26";"TotalCurrentAssets_27";"Inventory_28";"Receivables_29";"ShortTermSecurities_30";"LiquidAssets_31";"TotalLiabilitiesAndEquity_32";"Equity_33";"Provisions_34";"LongTermDebt_35";"ShortTermDebt_36";"TotalInvestmentsGross_37";"InvestmentsGrossBuildingsAndLand_38";"InvestmentsGrossInventoryAndEq_39";"SolvencyRatio_40";"CurrentRatio_41";"ProfitMargin_42";"ResilienceRatio_43";"CapitalizationFactor_44"
"0";"A048580";"1998JJ00";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"1";"A048580";"1999JJ00";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"2";"A048580";"2000JJ00";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"3";"A048580";"2001JJ00";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"4";"A048580";"2002JJ00";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"5";"A048580";"2003JJ00";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"6";"A048580";"2004JJ00";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"7";"A048580";"2005JJ00";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"8";"A048580";"2006JJ00";" 25847.0";" 21084.5";"   865.2";"   884.8";"  1384.6";"  1627.9";" 25373.3";" 18966.5";"   998.8";"  1809.7";"  3598.2";"       .";"       .";"       .";"   473.6";"    86.9";"    -8.0";"   552.4";" 18991.5";" 11480.1";"    11.2";" 10094.2";"  6779.1";"  1971.5";"  1343.5";"  1374.8";"  7511.5";"    71.0";"  2558.9";"   124.6";"  4757.1";" 18991.5";"  9578.8";"  2395.8";"  1832.3";"  5184.6";"  2090.2";"  1320.8";"   769.4";"    50.4";"   144.9";"     2.1";"    -2.4";"    47.2"
"9";"A048580";"2007JJ00";" 27232.7";" 22187.0";"   712.6";"   925.7";"  1531.8";"  1875.6";" 26890.7";" 20062.5";"  1040.1";"  1911.4";"  3876.7";"       .";"       .";"       .";"   341.9";"   127.2";"    23.3";"   492.4";" 20136.9";" 12353.3";"    13.3";" 10999.2";"  7382.4";"  2167.3";"  1449.5";"  1340.8";"  7783.5";"    83.4";"  2577.0";"   134.8";"  4988.2";" 20136.9";" 10056.8";"  2521.5";"  1936.3";"  5622.2";"  2363.2";"  1570.8";"   792.3";"    49.9";"   138.4";"     1.8";"    -4.2";"    46.8"
"10";"A048580";"2008JJ00";" 28890.2";" 23277.9";"   786.7";"   977.6";"  1751.8";"  2096.2";" 28707.4";" 21481.3";"  1169.8";"  1939.7";"  4116.6";"   952.4";"  1053.2";"  2111.1";"   182.8";"    91.1";"   -18.9";"   255.1";" 21275.8";" 13147.0";"    24.5";" 11934.2";"  8306.2";"  2382.7";"  1245.4";"  1188.4";"  8128.8";"    41.0";"  2872.8";"   191.9";"  5023.0";" 21275.8";" 10082.5";"  2482.7";"  2394.9";"  6315.8";"  2585.6";"  1766.9";"   818.7";"    47.4";"   128.7";"     0.9";"    -8.0";"    44.9"
"11";"A048580";"2009JJ00";" 30591.6";" 24818.0";"   846.1";"  1078.3";"  1897.3";"  1951.9";" 30575.2";" 22945.2";"  1201.8";"  2140.3";"  4287.7";"  1065.7";"  1177.8";"  2044.1";"    16.5";"    90.1";"    20.6";"   127.1";" 22282.0";" 13937.5";"    27.1";" 12751.4";"  8894.8";"  2569.7";"  1286.8";"  1159.1";"  8344.4";"    40.3";"  2954.3";"   181.4";"  5168.4";" 22282.0";" 10220.3";"  2509.8";"  2814.3";"  6737.7";"  2272.3";"  1409.4";"   863.0";"    45.9";"   123.8";"     0.4";"   -10.2";"    43.8"
"12";"A048580";"2010JJ00";" 31311.4";" 25319.4";"   808.7";"  1181.0";"  2049.3";"  1952.9";" 31296.6";" 23568.4";"  1279.5";"  2145.0";"  4303.8";"  1102.9";"  1228.3";"  1972.4";"    14.9";"     5.3";"    -3.1";"    17.1";" 22701.8";" 14219.3";"    23.6";" 13073.7";"  9348.2";"  2622.0";"  1103.5";"  1122.1";"  8482.5";"    40.8";"  2792.5";"   201.4";"  5447.6";" 22701.8";" 10922.2";"  1709.6";"  2926.4";"  7143.7";"  1936.2";"  1138.4";"   797.7";"    48.1";"   118.7";"     0.1";"    -8.5";"    42.6"
"13";"A048580";"2011JJ00";" 31609.9";" 25581.7";"   718.9";"  1244.7";"  2100.2";"  1964.3";" 31613.5";" 23785.7";"  1377.8";"  2148.7";"  4301.5";"  1120.5";"  1205.1";"  1975.9";"    -3.6";"   -24.1";"    -7.9";"   -35.6";" 22863.0";" 14403.3";"    28.4";" 13354.1";"  9850.6";"  2637.4";"   866.0";"  1020.6";"  8459.8";"    36.1";"  2719.5";"   172.7";"  5531.4";" 22863.0";" 10905.6";"  1775.6";"  3054.9";"  7126.9";"  1891.3";"  1128.5";"   762.8";"    47.7";"   118.7";"    -0.1";"    -9.6";"    41.2"
"14";"A048580";"2012JJ00";" 31958.7";" 25971.1";"   702.4";"  1311.9";"  2065.6";"  1907.7";" 31621.4";" 23870.9";"  1401.0";"  2100.8";"  4248.8";"  1063.8";"  1227.9";"  1957.2";"   337.3";"   -15.3";"   -15.3";"   306.7";" 23009.3";" 14188.0";"    58.6";" 13267.9";"  9718.3";"  2555.3";"   994.3";"   861.5";"  8821.3";"    36.0";"  2545.8";"   169.6";"  6069.8";" 23009.3";" 11151.2";"  1762.6";"  3024.6";"  7070.8";"  1726.1";"  1021.8";"   704.3";"    48.5";"   124.8";"     1.0";"    -8.2";"    41.6"
"15";"A048580";"2013JJ00";" 32822.5";" 26909.6";"   641.3";"  1367.0";"  2027.6";"  1876.7";" 31856.2";" 24053.8";"  1414.7";"  2145.6";"  4242.0";"  1045.5";"  1280.9";"  1924.3";"   966.1";"   -41.7";"    -1.0";"   923.4";" 24028.3";" 14431.2";"    67.2";" 13507.4";"  9859.9";"  2496.7";"  1150.8";"   856.6";"  9597.0";"    31.5";"  2504.1";"   114.6";"  6947.0";" 24028.3";" 12073.4";"  1829.1";"  3063.9";"  7061.8";"  1657.8";"   991.4";"   667.0";"    50.2";"   135.9";"     2.8";"    -5.3";"    43.2"
"16";"A048580";"2014JJ00";" 32803.4";" 26911.3";"   557.9";"  1401.4";"  2057.9";"  1874.8";" 32390.1";" 24472.0";"  1452.2";"  2174.8";"  4291.1";"  1047.0";"  1312.4";"  1932.0";"   413.3";"   -46.8";"    -5.2";"   361.3";" 24362.6";" 14750.1";"    75.8";" 13844.9";" 10197.6";"  2533.2";"  1113.9";"   829.3";"  9612.5";"    26.8";"  2443.6";"   115.2";"  7026.8";" 24362.6";" 12499.2";"  1853.5";"  3069.1";"  6941.0";"  1854.2";"  1111.3";"   742.9";"    51.3";"   138.5";"     1.1";"    -5.0";"    43.2"
"17";"A048580";"2015JJ00";" 33814.7";" 27860.4";"   591.8";"  1473.9";"  2184.2";"  1704.6";" 33219.0";" 25092.9";"  1449.4";"  2310.3";"  4366.3";"  1038.7";"  1382.5";"  1945.0";"   595.6";"   -48.4";"   -13.9";"   533.3";" 24982.1";" 14924.1";"    77.6";" 14086.9";" 10350.0";"  2538.4";"  1198.3";"   759.7";" 10057.9";"    20.9";"  2319.4";"   107.7";"  7609.9";" 24982.3";" 12895.5";"  2047.8";"  3011.0";"  7027.8";"  1927.2";"  1135.2";"   791.9";"    51.6";"   143.1";"     1.6";"    -4.3";"    43.3"
"18";"A048580";"2016JJ00";" 34585.7";" 28549.7";"   576.3";"  1535.4";"  2195.0";"  1729.3";" 34236.6";" 25928.6";"  1505.4";"  2319.1";"  4483.5";"  1065.0";"  1437.6";"  1980.9";"   349.1";"   -77.4";"   -14.0";"   257.8";" 25527.6";" 15092.4";"    82.4";" 14307.9";" 10696.2";"  2593.4";"  1018.3";"   702.2";" 10435.1";"    19.3";"  2446.0";"    95.9";"  7874.0";" 25527.6";" 13134.2";"  2202.6";"  3098.2";"  7092.7";"  1852.4";"  1081.3";"   771.2";"    51.5";"   147.1";"     0.8";"    -4.1";"    42.9"
"19";"A048580";"2017JJ00";" 35365.0";" 29200.3";"   589.3";"  1611.0";"  2265.7";"  1698.7";" 35011.8";" 26764.8";"  1522.1";"  2298.2";"  4426.7";"  1015.4";"  1469.0";"  1942.3";"   353.2";"   -82.3";"   -13.7";"   257.2";" 26080.0";" 15383.5";"    74.4";" 14572.3";" 10914.6";"  2638.2";"  1019.5";"   736.8";" 10696.5";"    17.4";"  2340.7";"    96.2";"  8242.2";" 26080.9";" 13427.3";"  2360.2";"  3182.0";"  7111.4";"  1860.6";"  1085.7";"   774.9";"    51.5";"   150.4";"     0.7";"    -3.9";"    42.9"
"20";"A048580";"2018JJ00";" 36974.6";" 30603.2";"   638.3";"  1640.5";"  2325.9";"  1766.7";" 36478.5";" 27918.4";"  1565.2";"  2397.7";"  4597.2";"  1026.7";"  1524.7";"  2045.8";"   496.1";"  -103.5";"   -11.4";"   380.9";" 26970.2";" 15554.7";"    68.9";" 14732.8";" 11076.8";"  2700.4";"   955.6";"   753.0";" 11415.5";"    15.6";"  2330.3";"    94.0";"  8975.6";" 26970.7";" 13824.1";"  2586.6";"  3210.3";"  7349.7";"  1776.8";"   949.5";"   827.3";"    51.3";"   155.3";"     1.0";"    -3.0";"    43.0"
"21";"A048417";"1998JJ00";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"22";"A048417";"1999JJ00";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"23";"A048417";"2000JJ00";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"24";"A048417";"2001JJ00";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"25";"A048417";"2002JJ00";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"26";"A048417";"2003JJ00";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"27";"A048417";"2004JJ00";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"28";"A048417";"2005JJ00";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"29";"A048417";"2006JJ00";"  8362.1";"  7680.7";"   333.8";"";"     1.4";"   346.2";"  8288.8";"  6867.3";"   138.6";"   541.6";"   741.2";"   235.4";"   267.0";"   238.8";"    73.3";"    56.1";"    14.4";"   143.8";"  4007.1";"  1285.7";"     0.3";"   785.6";"    90.0";"   451.7";"   243.9";"   499.8";"  2721.4";"     0.2";"   840.4";"    60.3";"  1820.5";"  4007.1";"  2420.9";"   517.3";"    13.5";"  1055.4";"   285.3";"    56.8";"   228.5";"    60.4";"   257.9";"     1.7";"    21.3";"    46.8"
"30";"A048417";"2007JJ00";"  8701.5";"  7911.1";"   292.4";"";"     5.1";"   492.9";"  8625.0";"  7080.9";"   155.2";"   560.8";"   828.0";"   228.2";"   287.3";"   312.5";"    76.5";"    77.4";"    31.5";"   185.4";"  4389.1";"  1464.1";"     0.3";"   885.6";"   116.0";"   498.6";"   271.0";"   578.2";"  2925.0";"     0.2";"   825.0";"    47.7";"  2052.1";"  4389.2";"  2617.3";"   598.9";"    22.8";"  1150.2";"   249.1";"    50.7";"   198.4";"    59.6";"   254.3";"     2.1";"    21.9";"    49.1"
"31";"A048417";"2008JJ00";"  9222.8";"  8345.3";"   312.8";"     0.8";"     7.0";"   556.9";"  9234.7";"  7548.1";"   172.8";"   537.4";"   976.4";"   246.7";"   292.1";"   437.5";"   -11.9";"    67.1";"     0.7";"    56.0";"  4605.2";"  1565.1";"     0.3";"  1038.8";"   183.6";"   642.6";"   212.6";"   526.1";"  3040.1";"     0.1";"   898.9";"    77.6";"  2063.5";"  4605.2";"  2644.4";"   667.5";"    63.1";"  1230.2";"   323.7";"    64.2";"   259.5";"    57.4";"   247.1";"     0.6";"    19.2";"    47.9"
"32";"A048417";"2009JJ00";"  9991.6";"  9087.6";"   322.8";"     0.5";"    10.7";"   569.9";" 10106.6";"  8264.6";"   195.3";"   637.3";"  1009.3";"   280.5";"   313.5";"   415.3";"  -115.0";"    97.3";"     4.1";"   -13.7";"  4835.6";"  1713.1";"     0.2";"  1195.5";"   207.2";"   752.7";"   235.6";"   517.4";"  3122.5";"     0.6";"   916.7";"    65.2";"  2140.0";"  4835.6";"  2695.4";"   692.8";"    62.1";"  1385.4";"   350.6";"    46.2";"   304.4";"    55.7";"   225.4";"    -0.1";"    16.5";"    46.3"
"33";"A048417";"2010JJ00";"  9972.4";"  9070.4";"   322.0";"     0.5";"     7.5";"   572.1";" 10149.9";"  8291.1";"   206.3";"   630.3";"  1022.3";"   277.9";"   319.4";"   424.9";"  -177.5";"    60.7";"     0.2";"  -116.6";"  4730.9";"  1791.1";"     0.2";"  1283.7";"   248.7";"   784.0";"   251.0";"   507.2";"  2939.9";"     2.2";"   880.4";"    75.2";"  1982.0";"  4730.9";"  2792.0";"   447.7";"    73.0";"  1418.2";"   306.7";"    56.5";"   250.2";"    59.0";"   207.3";"    -1.2";"    16.6";"    44.9"
"34";"A048417";"2011JJ00";"  9975.5";"  9066.1";"   305.6";"     0.4";"     8.8";"   594.4";" 10127.1";"  8246.3";"   214.9";"   626.7";"  1039.2";"   289.9";"   313.4";"   435.9";"  -151.6";"    47.5";"    -0.6";"  -104.7";"  4577.7";"  1791.2";"     0.2";"  1328.6";"   279.8";"   799.2";"   249.5";"   462.3";"  2786.6";"     0.3";"   846.1";"    61.4";"  1878.8";"  4577.7";"  2696.2";"   441.7";"    69.6";"  1370.1";"   278.8";"    48.8";"   230.0";"    58.9";"   203.4";"    -1.1";"    15.1";"    43.1"
"35";"A048417";"2012JJ00";" 10062.1";"  9161.8";"   318.8";"     0.0";"     9.1";"   572.5";" 10091.8";"  8204.9";"   223.7";"   632.8";"  1030.5";"   292.8";"   317.5";"   420.3";"   -29.7";"    61.3";"    -1.0";"    30.6";"  4635.7";"  1768.4";"     0.2";"  1380.8";"   327.6";"   789.3";"   263.8";"   387.4";"  2867.3";"     0.3";"   802.6";"    60.8";"  2003.6";"  4635.7";"  2722.1";"   464.1";"    87.1";"  1362.3";"   256.2";"    45.9";"   210.3";"    58.7";"   210.5";"     0.3";"    14.6";"    42.8"
