stress,hindex,tenured,subjective.happyness,country,tenure.age
2,20,TRUE,5,.ro,29
7,14,TRUE,2.75,NA,29
5,1,FALSE,6.25,NA,0
3,4,FALSE,5.25,edu,0
5,10,FALSE,6.25,NA,0
5,4,FALSE,6,.it,0
4,11,FALSE,4,com,0
7,1,FALSE,4.5,edu,0
4,5,FALSE,4.75,.hk,0
4,26,TRUE,4.25,NA,36
5,13,TRUE,4.5,.tr,33
1,21,TRUE,7,.in,36
5,4,TRUE,4,.cz,29
6,22,FALSE,2.5,edu,0
6,8,FALSE,4.5,.de,0
3,26,TRUE,5,NA,31
5,17,TRUE,3.5,.hr,49
5,29,TRUE,5.75,.uk,32
4,19,TRUE,6,NA,44
1,9,TRUE,3.5,NA,18
3,33,TRUE,5.75,org,30
4,12,TRUE,5,.il,37
5,2,FALSE,4.25,NA,0
1,14,TRUE,6,.ie,38
7,18,TRUE,2.75,NA,34
5,0,FALSE,4,NA,0
5,10,FALSE,3.25,org,0
5,20,TRUE,6,.uk,35
3,5,FALSE,5.75,NA,0
3,4,FALSE,6.25,edu,0
2,6,FALSE,5,.de,0
7,7,FALSE,6.25,.ir,0
2,2,FALSE,2,.il,0
4,20,TRUE,4,.se,37
5,12,TRUE,5.5,NA,31
4,2,FALSE,4,NA,0
3,5,TRUE,5.25,.jp,31
2,15,TRUE,5.25,.ch,34
3,3,FALSE,6,.de,0
5,21,FALSE,4.5,NA,0
3,29,TRUE,5.5,.nl,35
3,8,FALSE,4.75,.pl,0
2,3,FALSE,7,.hk,0
3,34,TRUE,4.25,edu,32
5,2,FALSE,5,.ie,0
2,1,TRUE,5.5,.se,37
3,2,FALSE,5,.hr,0
3,15,FALSE,5,.uk,0
3,37,TRUE,6.75,edu,38
5,13,TRUE,5.25,.cl,27
4,13,TRUE,6,NA,41
7,4,FALSE,1,NA,0
7,8,TRUE,6,.pk,32
5,4,FALSE,5.25,edu,0
5,3,FALSE,4.5,NA,0
5,3,FALSE,4.25,NA,0
5,5,TRUE,5.5,NA,33
3,1,FALSE,3.25,.fr,0
6,5,TRUE,4.5,NA,29
6,0,TRUE,6,NA,22
5,10,FALSE,6.25,NA,0
6,0,FALSE,5,.ca,0
2,47,TRUE,5.75,edu,40
4,3,FALSE,5.75,edu,0
3,21,FALSE,6.5,.cl,0
5,1,FALSE,3,edu,0
5,2,FALSE,4.25,org,0
2,29,TRUE,5.75,.fr,29
5,18,TRUE,5.25,.de,33
6,42,TRUE,5.25,edu,36
3,200,TRUE,5,NA,32
3,8,FALSE,4.75,.pl,0
3,8,FALSE,4.75,.pl,0
2,1,FALSE,5.5,.br,0
2,5,FALSE,5.25,NA,0
5,2,FALSE,5.75,edu,0
4,3,TRUE,6.5,NA,31
3,39,TRUE,4.5,NA,27
2,24,TRUE,5,edu,36
1,9,FALSE,4,NA,0
5,51,TRUE,4.75,.ca,30
4,11,FALSE,4.5,edu,0
2,60,TRUE,5.5,edu,35
4,15,TRUE,5.5,.mx,39
5,21,TRUE,5.75,NA,29
5,1,FALSE,4.75,NA,0
6,0,FALSE,3,NA,0
5,8,FALSE,5.75,edu,0
5,13,TRUE,4.25,.br,25
4,22,TRUE,5.5,.gr,49
5,2,FALSE,5.5,.nl,0
5,2,FALSE,5.5,.nl,0
5,52,TRUE,4.75,.de,36
7,6,FALSE,4.75,edu,0
5,3,FALSE,4,edu,0
7,6,FALSE,2.5,NA,0
6,6,FALSE,2.5,edu,0
2,10,TRUE,5.75,.tr,48
7,6,FALSE,4.5,NA,0
2,13,FALSE,4.25,.nz,0
5,2,TRUE,6,NA,37
5,3,FALSE,3.75,NA,0
7,5,TRUE,4.25,com,35
4,1,FALSE,5,NA,0
6,1,FALSE,2.25,edu,0
2,1,FALSE,4.25,.uk,0
2,35,TRUE,6.25,NA,30
1,6,TRUE,5.5,.pl,39
2,5,FALSE,5.5,NA,0
6,0,FALSE,4,.br,0
3,2,FALSE,5.25,.uk,0
5,4,TRUE,4.75,.uy,46
4,18,FALSE,6.25,com,0
6,20,FALSE,4.5,NA,0
5,2,FALSE,4,edu,0
2,24,TRUE,5.75,.it,30
3,6,FALSE,5,.tr,0
4,4,FALSE,5,int,0
3,58,TRUE,6,NA,38
7,14,FALSE,2.75,NA,0
5,3,FALSE,2.25,.ru,0
2,15,FALSE,4.75,NA,0
3,18,TRUE,4.5,NA,32
6,7,FALSE,5.5,.de,0
3,8,FALSE,7,com,0
3,8,FALSE,7,com,0
5,7,FALSE,3.5,com,0
4,4,TRUE,4.75,NA,35
4,1,FALSE,4,NA,0
5,7,FALSE,4.5,.au,0
2,11,TRUE,7,edu,39
2,4,FALSE,6.5,NA,0
2,1,FALSE,4.75,NA,0
4,2,FALSE,4.75,NA,0
4,2,FALSE,5.5,.cn,0
4,2.5,FALSE,4.75,.vn,0
5,3,FALSE,3.75,.cn,0
5,0,FALSE,4.75,NA,0
5,4,FALSE,4.5,.cn,0
3,5,FALSE,6.5,NA,0
2,9,FALSE,5.5,NA,0
3,68,TRUE,5.25,.su,26
5,3,FALSE,3.25,NA,0
4,1,FALSE,4,.sg,0
4,9,FALSE,5.5,edu,0
5,23,TRUE,6.75,NA,40
4,9,FALSE,3.75,.fi,0
6,34,FALSE,4.5,.de,0
5,10,FALSE,4,.de,0
4,2,FALSE,4.25,edu,0
7,27,FALSE,3,NA,0
4,8,FALSE,6.25,NA,0
6,5,TRUE,3.5,NA,30
5,15,FALSE,2.25,NA,0
5,8,FALSE,4.75,.by,0
6,21,TRUE,2.75,com,40
6,5,TRUE,5.75,.de,26
2,4,FALSE,1.75,edu,0
6,8,FALSE,4.75,NA,0
4,3,FALSE,5.5,.fr,0
1,5,TRUE,5.5,.cr,35
6,14,TRUE,4.25,.nl,38
4,9,FALSE,6.25,NA,0
5,15,TRUE,5.75,NA,35
5,1,FALSE,4,.nl,0
1,0,FALSE,6.25,com,0
5,10,TRUE,5.5,NA,30
7,0,FALSE,2.5,com,0
6,3,FALSE,2.25,.be,0
3,11,FALSE,5.75,NA,0
5,6,FALSE,4.75,NA,0
4,3,FALSE,6.75,NA,0
1,28,FALSE,7,NA,0
2,28,TRUE,5,.de,34
4,45,FALSE,5.5,NA,0
6,6,TRUE,3.5,.de,36
5,19,TRUE,3.75,.uk,35
5,4,FALSE,4.25,NA,0
2,22,TRUE,3.5,.fr,30
4,2,FALSE,5.5,.uk,0
6,4,TRUE,4.5,NA,31
5,6,FALSE,5.75,NA,0
3,4,TRUE,4.75,NA,30
3,36,TRUE,6,NA,28
2,11,TRUE,6,.nl,42
5,1,FALSE,3,edu,0
4,4,FALSE,5.75,.lv,0
5,17,FALSE,3.25,NA,0
6,3,FALSE,5.75,NA,0
3,0,TRUE,4.75,.fr,26
5,15,FALSE,5.5,NA,0
5,28,TRUE,6,.nl,40
6,0,FALSE,4.5,.ch,0
5,17,FALSE,3.75,NA,0
2,16,FALSE,4,.de,0
2,64,TRUE,5.75,NA,27
4,3,FALSE,5.75,NA,0
3,4,FALSE,5.5,NA,0
5,7,FALSE,2.75,NA,0
6,7,FALSE,5.25,.nl,0
5,17,TRUE,4.5,.fr,30
6,15,TRUE,3.75,NA,45
5,14,FALSE,3.25,com,0
6,2,TRUE,3.25,NA,22
2,2,FALSE,6,NA,0
3,3,FALSE,3.25,NA,0
4,4,FALSE,5.5,NA,0
5,4,FALSE,6.25,.es,0
6,3,FALSE,3.25,edu,0
5,6,FALSE,5,.de,0
3,8,FALSE,5.25,.de,0
6,8,TRUE,5,NA,22
2,26,TRUE,5.25,.si,55
3,2,FALSE,4,NA,0
1,6,FALSE,4,.sa,0
5,37,TRUE,3.75,.uk,37
2,26,TRUE,5,NA,46
2,35,TRUE,5.5,NA,27
6,0,FALSE,4.5,NA,0
7,7,FALSE,2,NA,0
6,10,TRUE,6.25,NA,57
2,37,FALSE,5,mil,0
3,2,FALSE,5,.se,0
1,1,FALSE,6.25,NA,0
6,5,FALSE,4.25,NA,0
6,4,FALSE,5.25,NA,0
5,10,FALSE,5.75,NA,0
6,2,FALSE,3,.de,0
1,9,TRUE,5.75,.hu,26
3,14,FALSE,6,NA,0
3,4,FALSE,4.25,NA,0
4,2,TRUE,4.5,.bg,36
4,9,FALSE,5.75,edu,0
3,7,TRUE,5.25,NA,40
5,3,FALSE,3.75,.de,0
3,11,TRUE,6.25,NA,19
7,1,FALSE,2.5,.fr,0
6,30,TRUE,4.5,.ca,34
4,9,TRUE,4.25,.cz,32
4,2,FALSE,5.5,.au,0
6,5,FALSE,4.5,edu,0
6,6,FALSE,3.5,.de,0
2,4,TRUE,6,NA,34
4,4,FALSE,3.25,NA,0
1,0,TRUE,7,.ie,28
3,3,FALSE,6.75,edu,0
4,5,FALSE,4,com,0
2,0,FALSE,6,.uk,0
3,5,TRUE,6.25,NA,25
5,16,FALSE,5.5,NA,0
3,21,TRUE,6.25,NA,36
4,17,TRUE,5.25,.fr,52
5,8,TRUE,2.5,NA,32
4,0,FALSE,5.25,NA,0
4,8,FALSE,5.25,.de,0
5,1,FALSE,5.25,NA,0
5,18,FALSE,4.75,NA,0
5,5,FALSE,5,NA,0
4,3,FALSE,4.25,NA,0
2,13,TRUE,5.75,.hu,35
4,0,FALSE,5.5,NA,0
6,8,FALSE,6.75,edu,0
2,6,TRUE,5.5,NA,35
4,3,FALSE,4,.ca,0
6,8,FALSE,4.5,gov,0
3,30,TRUE,5.5,NA,37
1,8,FALSE,3,.br,0
3,2,TRUE,2.75,com,24
2,25,FALSE,6.5,NA,0
4,28,TRUE,2,.mx,35
3,12,FALSE,5.5,gov,0
6,3,FALSE,4.25,edu,0
7,0,FALSE,1.5,NA,0
3,28,TRUE,5.25,NA,37
5,7,FALSE,6.25,.de,0
5,0,FALSE,6.5,edu,0
3,55,TRUE,5.75,.uk,33
7,18,FALSE,5.25,edu,0
2,21,TRUE,2.75,NA,39
2,7,TRUE,5,.no,30
3,8,TRUE,5,.cn,26
6,4,FALSE,2.5,.uk,0
6,6,FALSE,2.25,NA,0
4,6,FALSE,5.25,NA,0
2,4,FALSE,6,NA,0
6,7,FALSE,5.5,.pl,0
2,8,FALSE,5,edu,0
5,4,TRUE,3.5,NA,31
6,9,FALSE,3.75,edu,0
5,3,FALSE,3.75,.ch,0
5,9,TRUE,6.25,NA,31
5,20,TRUE,4.5,NA,22
5,4,FALSE,5,NA,0
4,6,FALSE,4.75,.de,0
5,4,FALSE,5.75,NA,0
2,3,FALSE,5.75,NA,0
3,0,FALSE,6.25,NA,0
5,3,TRUE,4.5,.es,1
6,15,TRUE,5.25,NA,31
5,3,TRUE,3.5,.de,30
4,4,FALSE,5.75,NA,0
4,14,TRUE,5.75,NA,24
5,2,FALSE,5,NA,0
2,10,FALSE,5.5,.de,0
5,3,TRUE,4,edu,22
4,2,FALSE,5.25,NA,0
6,8,FALSE,5.75,NA,0
3,17,TRUE,4.75,.in,36
1,28,FALSE,3.75,NA,0
3,1,FALSE,4.5,.sk,0
6,1,TRUE,1.75,edu,23
5,9,TRUE,5,.cn,31
5,17,FALSE,3.5,NA,0
5,6,FALSE,4.75,edu,0
5,6,FALSE,4.75,edu,0
5,6,TRUE,5.25,.br,32
4,4,FALSE,3.75,NA,0
7,4,FALSE,2.5,.it,0
3,4,TRUE,4.75,.de,39
6,14,TRUE,6.25,NA,32
3,4,TRUE,3.5,NA,30
5,22,FALSE,4,NA,0
3,4,FALSE,6,NA,0
5,1,FALSE,3,edu,0
5,6,FALSE,2.25,NA,0
6,5,FALSE,5,NA,0
5,6,FALSE,5.5,NA,0
6,10,FALSE,4,NA,0
6,15,FALSE,4.75,edu,0
5,8,TRUE,5.75,edu,27
7,3,FALSE,5.25,NA,0
5,13,TRUE,5.25,.cl,27
5,5,FALSE,6.25,NA,0
5,5,FALSE,6,NA,0
4,7,TRUE,6,NA,31
4,17,TRUE,6.25,.eu,32
5,2,FALSE,3,NA,0
5,4,FALSE,5.25,NA,0
2,36,TRUE,6.25,.at,36
6,3,FALSE,2,com,0
5,7,FALSE,4.25,.it,0
5,7,FALSE,4.25,.it,0
2,8,FALSE,5.5,.ee,0
6,3,FALSE,3.25,NA,0
2,22,TRUE,5.5,.se,45
3,8,TRUE,5,NA,33
6,10,FALSE,2.25,NA,0
3,5,FALSE,6,NA,0
6,10,FALSE,2.75,.eu,0
1,25,TRUE,6,NA,34
4,12,FALSE,3.5,NA,0
5,4,FALSE,5.25,.ch,0
6,1,FALSE,4.25,NA,0
4,13,FALSE,4.25,NA,0
6,3.28,FALSE,6.5,.co,0
4,6,FALSE,6.25,.br,0
5,3,FALSE,3.75,NA,0
3,1,FALSE,3,.jp,0
1,0,FALSE,6.25,NA,0
3,9,TRUE,6,NA,28
4,0,FALSE,6.25,NA,0
1,7,TRUE,6.5,NA,33
6,3,FALSE,4.75,NA,0
5,0,FALSE,3.75,NA,0
4,11,TRUE,4,NA,28
5,0,FALSE,5,NA,0
5,12,FALSE,2.75,NA,0
4,59,TRUE,5.25,NA,36
6,0,TRUE,7,NA,21
4,19,TRUE,6,NA,38
2,2,FALSE,6,NA,0
6,2,FALSE,3,NA,0
2,17,TRUE,5.75,NA,30
2,40,TRUE,5.75,NA,35
5,19,TRUE,3.25,NA,38
2,2,FALSE,6.5,NA,0
5,3,FALSE,3.25,NA,0
1,31,TRUE,4.75,NA,32
6,17,TRUE,5,NA,36
6,23,TRUE,2.5,NA,39
3,0,FALSE,4.5,NA,0
1,17,TRUE,6.5,NA,35
5,15,FALSE,4.75,NA,0
4,26,TRUE,5,NA,24
6,2,FALSE,3.25,NA,0
4,1,FALSE,3.5,NA,0
5,2,FALSE,3.5,NA,0
4,19,FALSE,5,NA,0
4,0,FALSE,3.75,NA,0
2,1,TRUE,5.75,NA,25
2,3,FALSE,4.5,NA,0
3,2,FALSE,3.75,NA,0
6,10,FALSE,4,NA,0
5,1,FALSE,3.75,NA,0
4,3,FALSE,5,NA,0
4,7,FALSE,4.25,NA,0
4,1,FALSE,5,NA,0
3,14,TRUE,3,NA,43
2,0,FALSE,5.75,NA,0
3,15,FALSE,5.75,NA,0
6,5,FALSE,5,NA,0
2,2,TRUE,4.75,NA,22
5,13,FALSE,5.5,NA,0
3,33,TRUE,6,NA,31
7,13,FALSE,3.5,NA,0
2,0,TRUE,2.75,NA,27
5,1,FALSE,4.5,NA,0
5,0,FALSE,5.5,NA,0
3,5,FALSE,5.75,NA,0
4,6,FALSE,4,NA,0
6,2,FALSE,3.25,NA,0
5,10,FALSE,5.25,NA,0
5,0,FALSE,5.5,NA,0
4,0,FALSE,4.5,NA,0
4,0,FALSE,5.75,NA,0
2,36,FALSE,6,NA,0
3,17,FALSE,5,NA,0
5,5,FALSE,4.75,NA,0
3,4,TRUE,5.75,NA,26
4,19.11,TRUE,5.5,NA,25
5,0,FALSE,5,NA,0
4,5,FALSE,4.25,NA,0
5,3,FALSE,5.5,NA,0
5,33,TRUE,6,NA,45
1,2,TRUE,5.75,NA,25
5,41,TRUE,6,NA,34
5,9,FALSE,4.5,NA,0
2,10,TRUE,5.5,NA,30
4,5,TRUE,2.75,NA,32
1,0,FALSE,4.75,NA,0
5,5,FALSE,4.25,NA,0
5,0,FALSE,6,NA,0
3,10,TRUE,6,NA,32
5,37,TRUE,6.25,NA,29
4,1,FALSE,5.25,NA,0
4,2,FALSE,2.75,NA,0
7,10,TRUE,4.25,NA,32
5,0,FALSE,5,NA,0
3,2,FALSE,4,NA,0
5,28,TRUE,6.25,NA,40
4,2,FALSE,3,NA,0
4,10,FALSE,6.25,NA,0
5,1,TRUE,4,NA,30
2,7,FALSE,5.25,NA,0
5,8,FALSE,6.25,NA,0
3,1,FALSE,5.25,NA,0
6,18,TRUE,4.25,NA,32
4,0,FALSE,5,NA,0
4,0,FALSE,6.25,NA,0
7,1,TRUE,5.25,NA,28
5,6,TRUE,6.25,NA,30
4,3,FALSE,5.75,NA,0
4,7,FALSE,6,NA,0
1,50,TRUE,5.5,NA,30
1,3,FALSE,7,NA,0
6,10,FALSE,5,NA,0
4,9,FALSE,6.25,NA,0
4,25,TRUE,4.75,NA,34
6,22,FALSE,3.25,NA,0
4,2,FALSE,5,NA,0
4,3,FALSE,3.25,NA,0
5,1,FALSE,5.75,NA,0
5,1,TRUE,5.75,NA,25
5,0,FALSE,5.25,NA,0
4,1,FALSE,2.75,NA,0
4,17,TRUE,3.75,NA,22
4,2,FALSE,5,NA,0
2,69,TRUE,5.5,NA,38
6,4,FALSE,6,NA,0
5,1,FALSE,3.75,NA,0
5,17,TRUE,3.25,NA,39
4,4,TRUE,4.5,NA,30
6,1,FALSE,2.75,NA,0
4,0,FALSE,4.25,NA,0
5,2,FALSE,4.5,NA,0
5,14,TRUE,4.25,NA,31
4,2,TRUE,3,NA,22
6,18,TRUE,6,NA,38
5,0,FALSE,3.75,NA,0
6,0,FALSE,4.5,NA,0
3,1,TRUE,6,NA,27
7,6,FALSE,4,NA,0
7,7,FALSE,4.75,NA,0
1,1,FALSE,5.5,NA,0
4,16,FALSE,4.5,NA,0
5,21,FALSE,6,NA,0
6,2,FALSE,4.5,NA,0
4,2,FALSE,5.25,NA,0
5,3,FALSE,5.25,NA,0
5,0,FALSE,3.5,NA,0
4,1,TRUE,5.75,NA,22
2,1,FALSE,3.75,NA,0
6,4,FALSE,6,NA,0
4,0,FALSE,6.25,NA,0
6,1,FALSE,4.5,NA,0
4,54,TRUE,5.25,NA,30
5,10,TRUE,5.25,NA,32
5,2,FALSE,3,NA,0
5,4,FALSE,4.5,NA,0
3,3,FALSE,6.25,NA,0
3,1,TRUE,5.5,NA,35
3,7,TRUE,6.75,NA,33
4,11,FALSE,4.75,NA,0
5,10,FALSE,4,NA,0
1,3,FALSE,7,NA,0
4,0,TRUE,4.25,NA,28
4,1,FALSE,4.75,NA,0
6,3,TRUE,2.5,NA,30
6,4,TRUE,3.75,NA,29
2,35,TRUE,4.5,NA,35
1,15,FALSE,7,NA,0
6,1,FALSE,3.75,NA,0
5,0,FALSE,4.5,NA,0
5,1,FALSE,5.75,NA,0
6,15,TRUE,3.5,NA,40
4,4,FALSE,6,NA,0
4,1,FALSE,5.75,NA,0
5,24,TRUE,4.75,NA,35
2,2,FALSE,5,NA,0
4,7,FALSE,5.75,NA,0
3,18,TRUE,4.75,NA,29
1,8,TRUE,6.5,NA,30
6,0,FALSE,5.25,NA,0
3,0,FALSE,5.25,NA,0
4,20,FALSE,4,NA,0
1,4,TRUE,4.25,NA,31
5,0,FALSE,5,NA,0
7,18,FALSE,2.75,NA,0
4,3,TRUE,5,NA,24
4,0,FALSE,3.75,NA,0
4,2,FALSE,6.25,NA,0
5,4,FALSE,3.25,NA,0
1,8,FALSE,5.75,NA,0
6,1,FALSE,6,NA,0
4,1,FALSE,5.25,NA,0
7,17,TRUE,6.75,NA,23
5,10,FALSE,5.75,NA,0
4,1,TRUE,4.5,NA,25
4,0,FALSE,3.75,NA,0
5,0,FALSE,5.75,NA,0
1,1,TRUE,6,NA,23
4,79,TRUE,5.5,NA,33
4,7,FALSE,3.75,NA,0
4,1,FALSE,5.75,NA,0
3,6,TRUE,3.25,NA,24
6,4,TRUE,4.25,NA,21
4,10,TRUE,5.5,NA,33
2,5,FALSE,5.5,NA,0
1,6,TRUE,6,NA,29
2,6,FALSE,6.5,NA,0
2,2,FALSE,6,NA,0
5,14,TRUE,6,NA,36
2,0,FALSE,5.5,NA,0
5,9,TRUE,5.5,NA,42
4,60,TRUE,4.5,NA,28
6,1,FALSE,3,NA,0
6,2,FALSE,3.5,NA,0
4,32,TRUE,5,NA,33
6,0,FALSE,3.25,NA,0
3,1,FALSE,5.75,NA,0
4,3,FALSE,5.25,NA,0
4,9,TRUE,4.5,NA,34
5,1,FALSE,5.5,NA,0
6,0,FALSE,3.5,NA,0
4,0,FALSE,4.25,NA,0
5,41,FALSE,5.25,NA,0
3,2,FALSE,5,NA,0
6,4,TRUE,3.75,NA,29
7,16,FALSE,2,NA,0
1,26,TRUE,4.25,NA,30
1,20,TRUE,5.75,NA,33
6,4,FALSE,4,NA,0
5,17,TRUE,5.75,NA,29
3,5,FALSE,3.25,NA,0
3,3,FALSE,4.25,NA,0
6,1,FALSE,3.75,NA,0
6,0,FALSE,5.75,NA,0
6,3,FALSE,4.25,NA,0
5,4,FALSE,4.25,NA,0
4,2,FALSE,5.75,NA,0
5,0,TRUE,6,NA,22
3,4,FALSE,5.5,NA,0
6,15,FALSE,3.5,NA,0
4,0,FALSE,6,NA,0
4,5,FALSE,4,NA,0
6,16,TRUE,6.5,NA,30
5,30,TRUE,5.5,NA,37
2,1,FALSE,5.25,NA,0
5,2,FALSE,3.75,NA,0
5,3,FALSE,3.75,NA,0
2,1,FALSE,5.25,NA,0
2,3,FALSE,6.75,NA,0
7,6,FALSE,3.5,NA,0
6,4,FALSE,5,NA,0
3,10,TRUE,5.25,NA,38
2,1,FALSE,6.5,NA,0
4,8,TRUE,6.25,NA,25
5,61,TRUE,5.25,NA,35
7,12,TRUE,3.25,NA,29
6,3,FALSE,3.25,NA,0
5,0,FALSE,2.5,NA,0
6,1,FALSE,3.75,NA,0
7,2,FALSE,3,NA,0
1,6,TRUE,6.25,NA,36
6,3,FALSE,2.75,NA,0
1,2,TRUE,5.5,NA,26
4,2,FALSE,5.25,NA,0
5,11,TRUE,3,NA,38
4,0,FALSE,4.5,NA,0
5,46,TRUE,5.5,NA,38
3,1,FALSE,6,NA,0
5,1,FALSE,2.25,NA,0
4,0,FALSE,5,NA,0
6,3,FALSE,4,NA,0
3,3,FALSE,6.25,NA,0
6,0,FALSE,5.75,NA,0
3,2,TRUE,6.75,NA,32
6,5,TRUE,3.75,NA,26
4,10,FALSE,2.25,NA,0
4,0,FALSE,5.5,NA,0
6,1,FALSE,3.25,NA,0
6,10,FALSE,5.25,NA,0
3,2,TRUE,5.5,NA,35
6,5,FALSE,4.25,NA,0
6,15,FALSE,5.5,NA,0
4,0,FALSE,5.75,NA,0
4,3,FALSE,3.75,NA,0
4,0,FALSE,4.5,NA,0
4,8,FALSE,3.25,NA,0
6,0,FALSE,5.25,NA,0
4,1,FALSE,5,NA,0
6,2,FALSE,2.75,NA,0
4,2,FALSE,5,NA,0
4,4,FALSE,5.75,NA,0
7,8,FALSE,3.5,NA,0
4,0,FALSE,6.75,NA,0
6,18,TRUE,4,NA,36
3,4,FALSE,5.5,NA,0
4,21,TRUE,6,NA,34
7,1,FALSE,3,NA,0
4,3,FALSE,5.25,NA,0
1,8,TRUE,5.5,NA,22
5,3,FALSE,3.75,NA,0
2,0,FALSE,4.75,NA,0
4,0,FALSE,4.75,edu,0
1,6,TRUE,6.75,NA,24
5,1,FALSE,5.5,com,0
1,2,FALSE,6,NA,0
4,4,FALSE,5.25,edu,0
7,1,FALSE,1,com,0
4,5,FALSE,6,com,0
5,97,TRUE,6,.in,32
3,7,FALSE,5.25,NA,0